Satcomm upload 05:01:00:02
Error pH out of range
04/02/2003 Temperature: 21.8 
Error Temp out of range
Satcomm upload 02:05:07:06
logger test codes    933232215     49124511
logger test codes     84249869    652194538
ALERT checksum error, resending: K7:1K:WM:W9:X5:7O
Satcomm upload 00:01:02:07
Satcomm upload 03:07:03:01
Error pH out of range
Satcomm upload 00:01:00:06
Error Temp out of range
Error Temp out of range
11/02/2003 Temperature: 20.0 
Satcomm upload 07:06:06:00
ALERT checksum error, resending: 21:9R:GN:XJ:6N:P7
Satcomm upload 05:02:07:01
Satcomm upload 00:00:07:07
Error Temp out of range
Satcomm upload 06:02:00:02
Satcomm upload 02:05:02:03
ALERT checksum error, resending: V2:MI:J0:IY:6O:G1
18/02/2003 Temperature: 21.1 
18/02/2003 pH:  9.0 
ALERT checksum error, resending: 53:GJ:68:L6:BV:G4
24/02/2003 pH:  5.8 
logger test codes    308894509    643420868
Error pH out of range
24/02/2003 pH: 10.7 
Satcomm upload 06:05:02:00
logger test codes     61468192    488366975
Satcomm upload 04:03:03:05
Coding checksum Y7:Q8:O7:WA:2K:0S
logger test codes    437415079    810731547
logger test codes    387710487    648268807
30/02/2003 Temperature: 20.3 
07/03/2003 pH: 10.6 
ALERT checksum error, resending: 43:SU:KX:7F:VO:0F
Coding checksum Z5:4H:AG:V5:O1:SV
ALERT checksum error, resending: MU:SK:OD:VO:NA:XZ
Error pH out of range
Error pH out of range
Satcomm upload 02:04:00:06
07/03/2003 pH:  1.5 
Satcomm upload 03:07:01:05
logger test codes    538487233    400257309
ALERT checksum error, resending: 6L:N0:5C:EQ:BW:56
11/03/2003 pH:  4.2 
Satcomm upload 07:01:03:06
Coding checksum GI:XB:C8:AO:3P:L7
Satcomm upload 04:01:00:00
Error Temp out of range
20/03/2003 Temperature: 25.4 
Error Temp out of range
28/03/2003 pH:  6.7 
29/03/2003 pH:  1.1 
Coding checksum UQ:IR:E4:VS:5N:FQ
Satcomm upload 07:03:03:01
Error pH out of range
Error pH out of range
Coding checksum Q3:DZ:L8:BU:UH:WI
logger test codes    772008294    346804955
Satcomm upload 04:04:05:00
Satcomm upload 07:00:01:02
Satcomm upload 05:06:04:02
Coding checksum QK:T4:D4:XH:MN:AM
02/04/2003 pH:  8.3 
06/04/2003 Temperature: 24.1 
Satcomm upload 05:03:02:06
ALERT checksum error, resending: 9V:J9:PK:3E:P8:50
Satcomm upload 07:07:03:04
Satcomm upload 05:02:02:06
Coding checksum SN:BS:LV:QP:US:5C
Satcomm upload 04:05:04:07
14/04/2003 pH: 12.3 
Satcomm upload 01:02:03:07
Satcomm upload 01:03:01:03
ALERT checksum error, resending: 7O:R0:IS:TB:2H:K6
Satcomm upload 04:04:01:06
logger test codes    271890980     39605420
Satcomm upload 07:00:00:03
ALERT checksum error, resending: XN:66:77:B5:Q1:BO
17/04/2003 Temperature: 18.9 
ALERT checksum error, resending: VY:ME:BO:TY:AK:MT
Satcomm upload 00:02:03:04
21/04/2003 pH:  9.2 
Satcomm upload 02:03:06:03
Satcomm upload 06:04:02:01
Error pH out of range
22/04/2003 Temperature: 29.8 
Error pH out of range
Satcomm upload 04:06:02:05
ALERT checksum error, resending: 24:NR:L3:QD:FI:05
30/04/2003 pH:  7.1 
Error Temp out of range
logger test codes    347130892    304154961
Error pH out of range
Error pH out of range
Error Temp out of range
Error Temp out of range
03/05/2003 Temperature: 18.8 
Satcomm upload 02:03:03:06
Error Temp out of range
logger test codes    611035353    205163456
06/05/2003 Temperature: 24.5 
Satcomm upload 00:07:00:04
Satcomm upload 02:04:02:02
Error pH out of range
11/05/2003 pH: 11.7 
Satcomm upload 01:07:03:04
Error pH out of range
Error Temp out of range
Error pH out of range
Error Temp out of range
Coding checksum X3:2H:88:PN:9K:EB
Satcomm upload 01:07:03:06
11/05/2003 Temperature: 29.1 
logger test codes    223214442    496462832
logger test codes    468010556    172530851
Satcomm upload 04:06:06:07
ALERT checksum error, resending: BQ:O4:W1:RU:4H:EG
Error pH out of range
Coding checksum ZW:CZ:CO:PF:LQ:QS
Satcomm upload 02:07:05:05
Error pH out of range
logger test codes    632236832    624120813
18/05/2003 pH:  8.7 
Coding checksum F6:CU:8U:E8:6U:QB
22/05/2003 pH:  7.1 
Coding checksum 9B:D5:EJ:E4:GI:BY
29/05/2003 Temperature: 18.1 
Satcomm upload 05:07:03:06
ALERT checksum error, resending: QX:YD:Z9:C5:NU:E4
Satcomm upload 06:01:03:03
logger test codes    469069631    654377018
Satcomm upload 01:05:06:00
Error Temp out of range
logger test codes    430246607    845327695
Satcomm upload 06:01:05:04
ALERT checksum error, resending: 14:13:VC:WO:TZ:N6
07/06/2003 Temperature: 25.1 
13/06/2003 pH:  7.7 
14/06/2003 Temperature: 27.1 
18/06/2003 Temperature: 29.6 
20/06/2003 Temperature: 21.7 
Error pH out of range
Error pH out of range
ALERT checksum error, resending: VR:OF:KX:S6:N0:PI
25/06/2003 pH:  4.4 
ALERT checksum error, resending: AR:XM:US:RS:6V:OA
Satcomm upload 04:01:04:01
01/07/2003 pH: 13.9 
logger test codes    835781965    592057207
Satcomm upload 05:01:02:07
Satcomm upload 04:03:02:05
